year,team1_Name,team2_Name,winningTeam,mapName,team1Score,team2Score,team1Agents,team2Agents,agentsPicked
2021,G2 Esports,Giants Gaming,G2 Esports,Ascent,13,4,"Jett, Omen, Raze, Skye, Sova","Cypher, Jett, Omen, Sage, Sova","Jett, Skye, Omen, Sova, Raze, Sage, Omen, Cypher, Jett, Sova"
2021,Gambit Esports,G2 Esports,Gambit Esports,Ascent,13,3,"Cypher, Jett, Omen, Sage, Sova","Astra, Jett, Raze, Skye, Sova","Sova, Cypher, Sage, Omen, Jett, Jett, Skye, Astra, Raze, Sova"
2021,Gambit Esports,G2 Esports,G2 Esports,Icebox,7,13,"Jett, Reyna, Sage, Sova, Viper","Jett, Raze, Sage, Sova, Viper","Sage, Reyna, Sova, Viper, Jett, Raze, Sova, Viper, Sage, Jett"
2021,Gambit Esports,G2 Esports,G2 Esports,Bind,14,12,"Astra, Jett, Skye, Sova, Viper","Astra, Raze, Sage, Skye, Sova","Viper, Astra, Sova, Jett, Skye, Sova, Sage, Skye, Raze, Astra"
2021,Acend,Papara SuperMassive,Acend,Bind,13,6,"Brimstone, Raze, Sage, Skye, Viper","Astra, Killjoy, Raze, Sage, Skye","Viper, Sage, Raze, Brimstone, Skye, Astra, Skye, Killjoy, Raze, Sage"
2021,Acend,Papara SuperMassive,Papara SuperMassive,Split,5,13,"Astra, Raze, Reyna, Sage, Viper","Astra, Cypher, Raze, Sage, Skye","Raze, Astra, Reyna, Viper, Sage, Sage, Astra, Raze, Skye, Cypher"
2021,Acend,Papara SuperMassive,Papara SuperMassive,Haven,10,13,"Cypher, Jett, Omen, Phoenix, Skye","Jett, Killjoy, Omen, Sage, Sova","Skye, Phoenix, Jett, Cypher, Omen, Jett, Killjoy, Sage, Sova, Omen"
2021,Acend,Gambit Esports,Gambit Esports,Ascent,16,18,"Jett, Omen, Reyna, Sage, Sova","Cypher, Jett, Omen, Sage, Sova","Jett, Sage, Sova, Reyna, Omen, Sage, Sova, Cypher, Omen, Jett"
2021,Acend,Gambit Esports,Gambit Esports,Bind,4,13,"Brimstone, Raze, Sage, Skye, Viper","Astra, Jett, Skye, Sova, Viper","Raze, Brimstone, Sage, Viper, Skye, Astra, Skye, Jett, Sova, Viper"
2021,Acend,Gambit Esports,Acend,Breeze,13,9,"Cypher, Jett, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Sova, Jett, Skye, Viper, Cypher, Cypher, Jett, Skye, Sova, Viper"
2021,Acend,Gambit Esports,Gambit Esports,Haven,7,13,"Cypher, Jett, Omen, Phoenix, Skye","Brimstone, Cypher, Jett, Reyna, Skye","Jett, Skye, Cypher, Phoenix, Omen, Reyna, Jett, Skye, Cypher, Brimstone"
2021,Papara SuperMassive,Gambit Esports,Papara SuperMassive,Ascent,13,1,"Jett, Killjoy, Omen, Sage, Sova","Cypher, Jett, Omen, Sage, Sova","Jett, Sova, Omen, Sage, Killjoy, Cypher, Sage, Omen, Sova, Jett"
2021,Papara SuperMassive,Gambit Esports,Gambit Esports,Split,11,13,"Astra, Cypher, Raze, Sage, Skye","Astra, Cypher, Jett, Skye, Viper","Sage, Skye, Raze, Astra, Cypher, Viper, Skye, Astra, Cypher, Jett"
2021,Papara SuperMassive,Gambit Esports,Gambit Esports,Bind,5,13,"Astra, Killjoy, Raze, Sage, Skye","Astra, Jett, Skye, Sova, Viper","Killjoy, Astra, Raze, Sage, Skye, Viper, Jett, Skye, Astra, Sova"
2021,Papara SuperMassive,Gambit Esports,Gambit Esports,Haven,3,13,"Jett, Killjoy, Omen, Sage, Sova","Brimstone, Cypher, Jett, Raze, Skye","Sage, Killjoy, Jett, Omen, Sova, Brimstone, Cypher, Skye, Raze, Jett"
2021,Papara SuperMassive,Acend,Acend,Bind,5,13,"Astra, Jett, Skye, Sova, Viper","Brimstone, Raze, Sage, Skye, Viper","Viper, Jett, Sova, Astra, Skye, Sage, Raze, Brimstone, Skye, Viper"
2021,Papara SuperMassive,Acend,Acend,Ascent,9,13,"Jett, Killjoy, Omen, Sage, Sova","Astra, Jett, Killjoy, Sage, Sova","Sage, Omen, Jett, Killjoy, Sova, Sage, Sova, Jett, Killjoy, Astra"
2021,G2 Esports,F4Q,G2 Esports,Ascent,13,5,"Astra, Jett, Sage, Skye, Sova","Astra, Killjoy, Raze, Reyna, Sova","Sage, Skye, Sova, Jett, Astra, Sova, Astra, Raze, Killjoy, Reyna"
2021,G2 Esports,F4Q,F4Q,Bind,9,13,"Astra, Raze, Sage, Skye, Sova","Astra, Killjoy, Raze, Skye, Sova","Sova, Sage, Astra, Raze, Skye, Sova, Raze, Skye, Astra, Killjoy"
2021,G2 Esports,F4Q,G2 Esports,Haven,13,8,"Astra, Jett, Killjoy, Sage, Skye","Astra, Killjoy, Raze, Skye, Sova","Sage, Jett, Astra, Skye, Killjoy, Sova, Raze, Astra, Killjoy, Skye"
2021,100 Thieves,Liberty,100 Thieves,Ascent,13,3,"Jett, Kayo, Omen, Skye, Sova","Astra, Breach, Jett, Skye, Sova","Kayo, Sova, Skye, Omen, Jett, Sova, Astra, Jett, Breach, Skye"
2021,100 Thieves,Liberty,100 Thieves,Icebox,13,6,"Killjoy, Omen, Reyna, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Reyna, Omen, Sova, Viper, Killjoy, Viper, Sova, Reyna, Sage, Jett"
2021,Vision Strikers,Paper Rex,Vision Strikers,Haven,13,9,"Astra, Breach, Jett, Killjoy, Skye","Astra, Cypher, Jett, Skye, Sova","Skye, Killjoy, Jett, Astra, Breach, Jett, Astra, Sova, Cypher, Skye"
2021,Vision Strikers,Paper Rex,Vision Strikers,Icebox,13,11,"Jett, Killjoy, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Viper, Sova, Sage, Jett, Killjoy, Jett, Sage, Killjoy, Viper, Sova"
2021,Gambit Esports,Crazy Raccoon,Gambit Esports,Bind,13,1,"Astra, Jett, Skye, Sova, Viper","Astra, Breach, Jett, Raze, Skye","Viper, Astra, Sova, Jett, Skye, Jett, Breach, Skye, Raze, Astra"
2021,Gambit Esports,Crazy Raccoon,Gambit Esports,Icebox,13,1,"Jett, Reyna, Sage, Sova, Viper","Jett, Sage, Skye, Sova, Viper","Reyna, Sage, Sova, Jett, Viper, Sova, Jett, Viper, Sage, Skye"
2021,Keyd Stars,Envy,Keyd Stars,Icebox,13,15,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Raze, Sova, Viper","Reyna, Jett, Viper, Sage, Sova, Sova, Jett, Raze, Viper, Killjoy"
2021,Keyd Stars,Envy,Envy,Bind,9,13,"Astra, Jett, Raze, Sage, Sova","Astra, Jett, Raze, Sova, Viper","Jett, Sova, Sage, Astra, Raze, Jett, Viper, Sova, Raze, Astra"
2021,KRÜ Esports,ZETA DIVISION,KRÜ Esports,Ascent,13,8,"Astra, Jett, Killjoy, Skye, Sova","Astra, Breach, Jett, Reyna, Sova","Astra, Skye, Jett, Sova, Killjoy, Sova, Reyna, Breach, Astra, Jett"
2021,KRÜ Esports,ZETA DIVISION,ZETA DIVISION,Split,5,13,"Astra, Jett, Killjoy, Raze, Sage","Brimstone, Jett, Sage, Skye, Viper","Jett, Sage, Astra, Raze, Killjoy, Sage, Skye, Viper, Brimstone, Jett"
2021,KRÜ Esports,ZETA DIVISION,KRÜ Esports,Bind,13,7,"Brimstone, Raze, Sage, Skye, Viper","Astra, Breach, Jett, Reyna, Skye","Raze, Skye, Sage, Viper, Brimstone, Reyna, Breach, Skye, Astra, Jett"
2021,Sentinels,G2 Esports,Sentinels,Split,13,6,"Astra, Jett, Reyna, Sage, Viper","Astra, Jett, Killjoy, Raze, Sage","Jett, Astra, Sage, Reyna, Viper, Killjoy, Raze, Jett, Astra, Sage"
2021,Sentinels,G2 Esports,G2 Esports,Icebox,8,13,"Jett, Reyna, Sage, Sova, Viper","Jett, Raze, Sage, Sova, Viper","Reyna, Viper, Sage, Jett, Sova, Raze, Sova, Jett, Viper, Sage"
2021,Sentinels,G2 Esports,Sentinels,Haven,13,8,"Astra, Cypher, Jett, Phoenix, Sova","Astra, Jett, Killjoy, Sage, Skye","Phoenix, Jett, Sova, Astra, Cypher, Astra, Killjoy, Jett, Sage, Skye"
2021,Gambit Esports,100 Thieves,Gambit Esports,Ascent,13,5,"Astra, Cypher, Jett, Skye, Sova","Jett, Kayo, Omen, Skye, Sova","Astra, Jett, Skye, Sova, Cypher, Skye, Omen, Jett, Sova, Kayo"
2021,Gambit Esports,100 Thieves,100 Thieves,Icebox,11,13,"Jett, Reyna, Sage, Sova, Viper","Killjoy, Omen, Reyna, Sova, Viper","Reyna, Jett, Viper, Sova, Sage, Reyna, Sova, Viper, Omen, Killjoy"
2021,Gambit Esports,100 Thieves,100 Thieves,Split,10,13,"Astra, Cypher, Jett, Skye, Viper","Astra, Jett, Kayo, Skye, Viper","Skye, Viper, Cypher, Astra, Jett, Viper, Astra, Jett, Kayo, Skye"
2021,Envy,KRÜ Esports,Envy,Icebox,13,9,"Jett, Killjoy, Raze, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Raze, Viper, Killjoy, Sova, Jett, Viper, Reyna, Sova, Sage"
2021,Envy,KRÜ Esports,Envy,Ascent,13,2,"Astra, Jett, Killjoy, Skye, Sova","Astra, Jett, Killjoy, Skye, Sova","Sova, Astra, Jett, Skye, Killjoy, Astra, Sova, Jett, Killjoy, Skye"
2021,Vision Strikers,Acend,Vision Strikers,Haven,13,7,"Astra, Breach, Jett, Killjoy, Skye","Jett, Killjoy, Omen, Phoenix, Skye","Jett, Skye, Astra, Breach, Killjoy, Jett, Killjoy, Skye, Phoenix, Omen"
2021,Vision Strikers,Acend,Vision Strikers,Icebox,13,9,"Jett, Killjoy, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Viper, Sova, Sage, Killjoy, Jett, Viper, Jett, Reyna, Sage, Sova"
2021,F4Q,Sentinels,Sentinels,Split,9,13,"Astra, Killjoy, Raze, Sage, Skye","Astra, Cypher, Jett, Reyna, Sage","Killjoy, Astra, Sage, Skye, Raze, Jett, Reyna, Sage, Astra, Cypher"
2021,F4Q,Sentinels,Sentinels,Breeze,4,13,"Jett, Killjoy, Reyna, Skye, Viper","Jett, Killjoy, Skye, Sova, Viper","Jett, Killjoy, Viper, Reyna, Skye, Jett, Skye, Sova, Killjoy, Viper"
2021,F4Q,G2 Esports,G2 Esports,Bind,3,13,"Astra, Killjoy, Raze, Skye, Sova","Astra, Raze, Skye, Sova, Viper","Sova, Killjoy, Raze, Skye, Astra, Viper, Sova, Raze, Astra, Skye"
2021,F4Q,G2 Esports,G2 Esports,Ascent,6,13,"Astra, Killjoy, Raze, Skye, Sova","Astra, Jett, Sage, Skye, Sova","Raze, Astra, Sova, Killjoy, Skye, Sage, Sova, Skye, Jett, Astra"
2021,Keyd Stars,ZETA DIVISION,Keyd Stars,Breeze,13,3,"Jett, Killjoy, Reyna, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Reyna, Jett, Viper, Killjoy, Sova, Sova, Cypher, Jett, Skye, Viper"
2021,Keyd Stars,ZETA DIVISION,Keyd Stars,Split,13,4,"Astra, Jett, Killjoy, Raze, Sage","Brimstone, Jett, Sage, Skye, Viper","Jett, Raze, Sage, Astra, Killjoy, Skye, Sage, Viper, Jett, Brimstone"
2021,Crazy Raccoon,Liberty,Crazy Raccoon,Haven,13,9,"Brimstone, Cypher, Jett, Raze, Skye","Astra, Breach, Cypher, Jett, Skye","Raze, Cypher, Brimstone, Jett, Skye, Jett, Breach, Astra, Cypher, Skye"
2021,Crazy Raccoon,Liberty,Crazy Raccoon,Split,13,8,"Astra, Cypher, Jett, Skye, Viper","Astra, Killjoy, Raze, Skye, Viper","Skye, Astra, Viper, Jett, Cypher, Raze, Viper, Astra, Killjoy, Skye"
2021,Paper Rex,Papara SuperMassive,Papara SuperMassive,Haven,14,12,"Astra, Cypher, Jett, Skye, Sova","Jett, Killjoy, Omen, Sage, Sova","Skye, Sova, Cypher, Jett, Astra, Killjoy, Jett, Omen, Sage, Sova"
2021,Paper Rex,Papara SuperMassive,Papara SuperMassive,Breeze,2,13,"Jett, Killjoy, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Skye, Viper, Killjoy, Jett, Sova, Sova, Cypher, Viper, Skye, Jett"
2021,Paper Rex,Papara SuperMassive,Papara SuperMassive,Split,10,13,"Astra, Jett, Killjoy, Reyna, Sage","Astra, Cypher, Raze, Sage, Skye","Killjoy, Astra, Sage, Reyna, Jett, Astra, Sage, Raze, Skye, Cypher"
2021,G2 Esports,Sentinels,G2 Esports,Icebox,13,3,"Jett, Raze, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Raze, Sage, Viper, Sova, Jett, Reyna, Sage, Sova, Viper"
2021,G2 Esports,Sentinels,G2 Esports,Split,13,11,"Astra, Killjoy, Raze, Reyna, Sage","Astra, Jett, Reyna, Sage, Viper","Astra, Reyna, Sage, Raze, Killjoy, Viper, Astra, Sage, Reyna, Jett"
2021,KRÜ Esports,Keyd Stars,KRÜ Esports,Split,13,11,"Astra, Jett, Killjoy, Raze, Sage","Astra, Jett, Killjoy, Raze, Sage","Raze, Killjoy, Jett, Sage, Astra, Astra, Killjoy, Jett, Raze, Sage"
2021,KRÜ Esports,Keyd Stars,KRÜ Esports,Haven,13,11,"Astra, Jett, Killjoy, Sage, Skye","Astra, Jett, Killjoy, Phoenix, Sova","Jett, Astra, Skye, Sage, Killjoy, Astra, Phoenix, Killjoy, Sova, Jett"
2021,Acend,Papara SuperMassive,Papara SuperMassive,Ascent,6,13,"Astra, Jett, Killjoy, Sage, Sova","Jett, Killjoy, Omen, Sage, Sova","Sova, Sage, Killjoy, Jett, Astra, Jett, Sova, Omen, Sage, Killjoy"
2021,Acend,Papara SuperMassive,Acend,Bind,13,7,"Brimstone, Raze, Sage, Skye, Viper","Astra, Jett, Skye, Sova, Viper","Skye, Sage, Brimstone, Raze, Viper, Astra, Sova, Viper, Skye, Jett"
2021,Acend,Papara SuperMassive,Acend,Split,13,10,"Cypher, Jett, Omen, Raze, Sage","Astra, Cypher, Raze, Sage, Skye","Raze, Jett, Sage, Cypher, Omen, Sage, Skye, Cypher, Raze, Astra"
2021,Gambit Esports,Crazy Raccoon,Gambit Esports,Ascent,13,8,"Astra, Cypher, Jett, Skye, Sova","Astra, Cypher, Raze, Skye, Viper","Cypher, Sova, Skye, Jett, Astra, Astra, Cypher, Viper, Raze, Skye"
2021,Gambit Esports,Crazy Raccoon,Crazy Raccoon,Icebox,14,12,"Jett, Reyna, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Sova, Viper, Reyna, Sage, Viper, Reyna, Sova, Jett, Sage"
2021,Sentinels,F4Q,Sentinels,Breeze,13,3,"Jett, Killjoy, Skye, Sova, Viper","Jett, Killjoy, Skye, Viper, Yoru","Jett, Sova, Killjoy, Viper, Skye, Jett, Killjoy, Skye, Yoru, Viper"
2021,Sentinels,F4Q,F4Q,Split,9,13,"Astra, Cypher, Jett, Reyna, Sage","Astra, Killjoy, Raze, Reyna, Sage","Astra, Sage, Cypher, Reyna, Jett, Reyna, Raze, Astra, Sage, Killjoy"
2021,Sentinels,F4Q,Sentinels,Haven,13,4,"Astra, Cypher, Jett, Phoenix, Sova","Astra, Killjoy, Raze, Reyna, Sova","Sova, Phoenix, Astra, Jett, Cypher, Astra, Raze, Reyna, Sova, Killjoy"
2021,Vision Strikers,Gambit Esports,Gambit Esports,Bind,2,13,"Astra, Breach, Jett, Raze, Skye","Astra, Jett, Skye, Sova, Viper","Breach, Astra, Skye, Jett, Raze, Viper, Sova, Jett, Astra, Skye"
2021,Vision Strikers,Gambit Esports,Vision Strikers,Split,13,7,"Astra, Jett, Killjoy, Sage, Skye","Astra, Cypher, Jett, Skye, Viper","Skye, Jett, Astra, Sage, Killjoy, Viper, Jett, Astra, Cypher, Skye"
2021,Vision Strikers,Gambit Esports,Gambit Esports,Icebox,8,13,"Jett, Killjoy, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Viper, Sage, Killjoy, Sova, Sova, Reyna, Jett, Viper, Sage"
2021,G2 Esports,KRÜ Esports,G2 Esports,Icebox,13,9,"Jett, Raze, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Sage, Sova, Raze, Viper, Reyna, Sage, Jett, Viper, Sova"
2021,G2 Esports,KRÜ Esports,G2 Esports,Haven,13,7,"Jett, Killjoy, Omen, Phoenix, Sova","Astra, Jett, Killjoy, Sage, Skye","Jett, Sova, Killjoy, Phoenix, Omen, Jett, Astra, Killjoy, Skye, Sage"
2021,100 Thieves,Acend,Acend,Ascent,9,13,"Astra, Jett, Killjoy, Skye, Sova","Astra, Jett, Killjoy, Sage, Sova","Sova, Astra, Killjoy, Skye, Jett, Jett, Sova, Sage, Killjoy, Astra"
2021,100 Thieves,Acend,100 Thieves,Haven,13,8,"Astra, Jett, Killjoy, Skye, Sova","Astra, Cypher, Jett, Phoenix, Skye","Sova, Jett, Skye, Astra, Killjoy, Jett, Cypher, Astra, Skye, Phoenix"
2021,100 Thieves,Acend,Acend,Breeze,14,12,"Jett, Reyna, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Jett, Viper, Reyna, Sova, Skye, Jett, Sova, Skye, Cypher, Viper"
2021,Envy,Sentinels,Sentinels,Haven,15,13,"Astra, Jett, Killjoy, Skye, Sova","Astra, Cypher, Jett, Phoenix, Sova","Jett, Sova, Astra, Skye, Killjoy, Jett, Sova, Astra, Cypher, Phoenix"
2021,Envy,Sentinels,Envy,Split,13,7,"Astra, Cypher, Jett, Skye, Viper","Astra, Jett, Raze, Skye, Viper","Jett, Skye, Astra, Viper, Cypher, Skye, Viper, Astra, Jett, Raze"
2021,Gambit Esports,G2 Esports,Gambit Esports,Breeze,13,10,"Cypher, Jett, Skye, Sova, Viper","Jett, Reyna, Skye, Sova, Viper","Cypher, Jett, Skye, Viper, Sova, Jett, Viper, Reyna, Skye, Sova"
2021,Gambit Esports,G2 Esports,Gambit Esports,Icebox,13,0,"Jett, Reyna, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Sova, Reyna, Viper, Jett, Sage, Viper, Jett, Sage, Reyna, Sova"
2021,100 Thieves,Envy,Envy,Haven,5,13,"Astra, Jett, Killjoy, Skye, Sova","Astra, Jett, Killjoy, Skye, Sova","Astra, Skye, Killjoy, Jett, Sova, Jett, Skye, Astra, Sova, Killjoy"
2021,100 Thieves,Envy,Envy,Ascent,8,13,"Astra, Jett, Killjoy, Skye, Sova","Astra, Jett, Killjoy, Skye, Sova","Astra, Jett, Sova, Skye, Killjoy, Sova, Jett, Astra, Skye, Killjoy"
2021,Envy,Gambit Esports,Envy,Bind,13,15,"Astra, Jett, Skye, Sova, Viper","Astra, Jett, Skye, Sova, Viper","Skye, Sova, Astra, Jett, Viper, Sova, Viper, Astra, Jett, Skye"
2021,Envy,Gambit Esports,Gambit Esports,Haven,11,13,"Astra, Jett, Killjoy, Skye, Sova","Brimstone, Cypher, Jett, Reyna, Skye","Jett, Astra, Sova, Killjoy, Skye, Brimstone, Reyna, Cypher, Jett, Skye"
2021,Envy,Gambit Esports,Gambit Esports,Split,9,13,"Astra, Cypher, Jett, Skye, Viper","Astra, Cypher, Jett, Skye, Viper","Viper, Skye, Astra, Jett, Cypher, Skye, Viper, Astra, Jett, Cypher"
2021,G2 Esports,Anubis Gaming,G2 Esports,Bind,13,4,"Astra, Raze, Skye, Sova, Viper","Astra, Raze, Skye, Sova, Viper","Astra, Viper, Raze, Sova, Skye, Skye, Raze, Sova, Viper, Astra"
2021,G2 Esports,Anubis Gaming,G2 Esports,Breeze,13,11,"Cypher, Jett, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Skye, Sova, Cypher, Viper, Jett, Skye, Viper, Cypher, Sova, Jett"
2021,FUT Esports,Oxygen Esports,FUT Esports,Split,13,6,"Astra, Jett, Killjoy, Sage, Skye","Astra, Cypher, Jett, Killjoy, Skye","Astra, Skye, Sage, Jett, Killjoy, Skye, Cypher, Astra, Jett, Killjoy"
2021,FUT Esports,Oxygen Esports,FUT Esports,Ascent,13,10,"Jett, Killjoy, Omen, Sage, Sova","Astra, Killjoy, Sage, Skye, Viper","Jett, Sage, Omen, Sova, Killjoy, Astra, Killjoy, Sage, Viper, Skye"
2021,Papara SuperMassive,Guild Esports,Papara SuperMassive,Breeze,13,8,"Cypher, Jett, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Sova, Cypher, Skye, Viper, Jett, Sova, Cypher, Skye, Jett, Viper"
2021,Papara SuperMassive,Guild Esports,Guild Esports,Icebox,15,17,"Jett, Reyna, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Viper, Reyna, Sage, Sova, Sova, Reyna, Sage, Viper, Jett"
2021,Papara SuperMassive,Guild Esports,Guild Esports,Split,8,13,"Astra, Cypher, Jett, Reyna, Sage","Cypher, Omen, Raze, Sage, Skye","Cypher, Sage, Astra, Reyna, Jett, Sage, Skye, Cypher, Raze, Omen"
2021,Team Liquid,One Breath Gaming,Team Liquid,Ascent,13,0,"Astra, Jett, Killjoy, Reyna, Sova","Cypher, Jett, Omen, Sage, Sova","Reyna, Killjoy, Astra, Sova, Jett, Jett, Omen, Cypher, Sova, Sage"
2021,Team Liquid,One Breath Gaming,Team Liquid,Haven,13,9,"Astra, Jett, Killjoy, Skye, Sova","Astra, Cypher, Jett, Skye, Sova","Killjoy, Jett, Sova, Skye, Astra, Skye, Astra, Sova, Jett, Cypher"
2021,Anubis Gaming,Oxygen Esports,Oxygen Esports,Split,12,14,"Astra, Kayo, Killjoy, Raze, Viper","Astra, Cypher, Jett, Killjoy, Skye","Killjoy, Viper, Astra, Kayo, Raze, Astra, Skye, Killjoy, Cypher, Jett"
2021,Anubis Gaming,Oxygen Esports,Oxygen Esports,Ascent,3,13,"Astra, Jett, Killjoy, Skye, Sova","Astra, Killjoy, Sage, Skye, Viper","Killjoy, Skye, Sova, Astra, Jett, Skye, Viper, Killjoy, Astra, Sage"
2021,Papara SuperMassive,One Breath Gaming,Papara SuperMassive,Breeze,13,5,"Cypher, Jett, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Jett, Sova, Cypher, Viper, Skye, Cypher, Viper, Jett, Skye, Sova"
2021,Papara SuperMassive,One Breath Gaming,One Breath Gaming,Split,10,13,"Astra, Cypher, Raze, Sage, Skye","Astra, Breach, Cypher, Jett, Raze","Astra, Sage, Raze, Skye, Cypher, Jett, Astra, Breach, Cypher, Raze"
2021,Papara SuperMassive,One Breath Gaming,Papara SuperMassive,Haven,13,3,"Astra, Cypher, Jett, Skye, Sova","Astra, Cypher, Jett, Skye, Sova","Jett, Astra, Sova, Cypher, Skye, Sova, Astra, Skye, Cypher, Jett"
2021,G2 Esports,FUT Esports,FUT Esports,Icebox,7,13,"Jett, Raze, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Raze, Sage, Jett, Sova, Viper, Viper, Jett, Sage, Killjoy, Sova"
2021,G2 Esports,FUT Esports,FUT Esports,Breeze,22,20,"Cypher, Jett, Skye, Sova, Viper","Cypher, Jett, Skye, Sova, Viper","Jett, Cypher, Sova, Viper, Skye, Jett, Viper, Cypher, Sova, Skye"
2021,G2 Esports,FUT Esports,G2 Esports,Ascent,13,2,"Astra, Jett, Sage, Skye, Sova","Cypher, Jett, Omen, Sage, Sova","Sova, Sage, Skye, Jett, Astra, Sova, Jett, Sage, Cypher, Omen"
2021,Guild Esports,Team Liquid,Team Liquid,Bind,6,13,"Astra, Raze, Skye, Sova, Viper","Astra, Jett, Raze, Sova, Viper","Raze, Sova, Viper, Skye, Astra, Astra, Jett, Viper, Raze, Sova"
2021,Guild Esports,Team Liquid,Team Liquid,Split,8,13,"Cypher, Omen, Raze, Sage, Skye","Astra, Breach, Raze, Reyna, Viper","Sage, Skye, Cypher, Omen, Raze, Astra, Reyna, Breach, Viper, Raze"
2021,Guild Esports,Oxygen Esports,Guild Esports,Split,13,8,"Cypher, Omen, Raze, Sage, Skye","Astra, Cypher, Jett, Killjoy, Skye","Skye, Raze, Sage, Cypher, Omen, Killjoy, Skye, Astra, Cypher, Jett"
2021,Guild Esports,Oxygen Esports,Guild Esports,Breeze,13,11,"Cypher, Jett, Skye, Sova, Viper","Cypher, Jett, Reyna, Skye, Viper","Sova, Skye, Cypher, Viper, Jett, Cypher, Jett, Reyna, Skye, Viper"
2021,FUT Esports,Papara SuperMassive,FUT Esports,Split,13,8,"Astra, Jett, Killjoy, Sage, Skye","Astra, Cypher, Jett, Raze, Skye","Sage, Astra, Killjoy, Skye, Jett, Jett, Cypher, Astra, Raze, Skye"
2021,FUT Esports,Papara SuperMassive,Papara SuperMassive,Haven,6,13,"Astra, Breach, Jett, Killjoy, Skye","Astra, Cypher, Jett, Skye, Sova","Jett, Skye, Astra, Breach, Killjoy, Sova, Astra, Skye, Cypher, Jett"
2021,FUT Esports,Papara SuperMassive,FUT Esports,Icebox,13,4,"Jett, Killjoy, Sage, Sova, Viper","Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Sage, Viper, Sova, Sage, Reyna, Sova, Viper, Jett"
2021,G2 Esports,Team Liquid,Team Liquid,Ascent,8,13,"Astra, Jett, Sage, Skye, Sova","Astra, Jett, Killjoy, Reyna, Sova","Sage, Jett, Sova, Astra, Skye, Jett, Reyna, Killjoy, Astra, Sova"
2021,G2 Esports,Team Liquid,G2 Esports,Bind,13,8,"Astra, Raze, Skye, Sova, Viper","Astra, Jett, Raze, Sova, Viper","Raze, Astra, Viper, Skye, Sova, Sova, Astra, Jett, Viper, Raze"
2021,G2 Esports,Team Liquid,Team Liquid,Haven,9,13,"Astra, Cypher, Jett, Phoenix, Sova","Astra, Jett, Killjoy, Skye, Sova","Astra, Sova, Phoenix, Cypher, Jett, Sova, Jett, Killjoy, Astra, Skye"
2021,Guild Esports,FUT Esports,Guild Esports,Haven,13,2,"Cypher, Omen, Raze, Skye, Sova","Jett, Killjoy, Omen, Skye, Sova","Raze, Skye, Sova, Cypher, Omen, Omen, Skye, Jett, Killjoy, Sova"
2021,Guild Esports,FUT Esports,Guild Esports,Icebox,13,7,"Jett, Reyna, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Sova, Viper, Reyna, Jett, Sage, Killjoy, Jett, Sage, Sova, Viper"
2021,G2 Esports,Guild Esports,Guild Esports,Bind,9,13,"Astra, Raze, Skye, Sova, Viper","Astra, Raze, Skye, Sova, Viper","Astra, Sova, Skye, Raze, Viper, Sova, Viper, Skye, Raze, Astra"
2021,G2 Esports,Guild Esports,Guild Esports,Haven,11,13,"Astra, Jett, Killjoy, Phoenix, Sova","Cypher, Omen, Raze, Skye, Sova","Phoenix, Jett, Astra, Sova, Killjoy, Sova, Raze, Skye, Cypher, Omen"
2021,Team Liquid,Guild Esports,Guild Esports,Haven,5,13,"Astra, Jett, Killjoy, Skye, Sova","Cypher, Omen, Raze, Skye, Sova","Sova, Jett, Astra, Killjoy, Skye, Sova, Cypher, Omen, Raze, Skye"
2021,Team Liquid,Guild Esports,Team Liquid,Ascent,13,10,"Astra, Jett, Killjoy, Reyna, Sova","Astra, Cypher, Jett, Skye, Sova","Sova, Jett, Astra, Killjoy, Reyna, Sova, Skye, Cypher, Jett, Astra"
2021,Team Liquid,Guild Esports,Team Liquid,Split,13,7,"Astra, Breach, Raze, Reyna, Viper","Cypher, Omen, Raze, Sage, Skye","Astra, Raze, Viper, Breach, Reyna, Sage, Omen, Skye, Cypher, Raze"
